roster,name,year,csrankings_name,csrankings_name_alignment_date,status,reason,candidate_names,selected_affiliation,selected_homepage,acm_citation,scholar_name,scholar_affiliation,scholar_interests,dblp_name,dblp_information,evidence_urls
acm_fellows.csv,"Edelman, Alan",2020,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to algorithms and languages for numerical and scientific computing,Alan Edelman,"Professor of Applied Mathematics, Member Computer Science AI LABS, MIT","[""Corgis"", ""Random Matrix Theory"", ""Julia"", ""Numerical Linear Algebra"", ""Parallel Computing""]",Alan Edelman,,https://awards.acm.org/award-recipients/edelman_6704154
acm_fellows.csv,"Fox, Dieter",2020,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to probabilistic state estimation, RGB-D perception, and learning for robotics and computer vision",Dieter Fox,University of Washington and AI2,"[""Robotics"", ""Artificial Intelligence"", ""Computer Vision""]",Dieter Fox,"affiliation: University of Washington, Seattle, Washington, USA",https://awards.acm.org/award-recipients/fox_2449177
acm_fellows.csv,"Ghemawat, Sanjay",2020,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to distributed systems design,Sanjay Ghemawat,Google,"[""Distributed systems"", ""Profiling tools"", ""Memory management"", ""Storage systems""]",Sanjay Ghemawat,"affiliation: Google Research affiliation (former): Massachusetts Institute of Technology, Cambridge, MA, USA award: ACM Prize in Computing, 2012",https://awards.acm.org/award-recipients/ghemawat_1482280
acm_fellows.csv,"Gordon, Andrew D.",2020,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to programming languages: their principles, logic, usability, and trustworthiness",Andrew D Gordon,Cogna and University of Edinburgh,"[""Programming Languages"", ""Security"", ""Probabilistic Programming"", ""Spreadsheets""]",Andrew D. Gordon 0001,affiliation: Microsoft Research,https://awards.acm.org/award-recipients/gordon_N026872
acm_fellows.csv,"Gribble, Steven",2020,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to virtualization technology across clusters, servers, and networks",Steve Gribble,Distinguished software engineer at google,"[""Networking"", ""Operating Systems"", ""Distributed Systems"", ""Systems Security""]",Steve D. Gribble,"affiliation: University of Washington, Seattle, Washington, USA",https://awards.acm.org/award-recipients/gribble_5105697
acm_fellows.csv,"Hambrusch, Susanne E",2020,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For research and leadership contributions to computer science education,Susanne Hambrusch,"Professor, Purdue University","[""Computer science education"", ""Algorithms""]",Susanne E. Hambrusch,"affiliation: Purdue University, West Lafayette, USA",https://awards.acm.org/award-recipients/hambrusch_1930809
acm_fellows.csv,"Hellman, Martin",2020,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For the invention of asymmetric public-key cryptography and the promulgation of a practical cryptographic key-exchange method,,,,Martin E. Hellman,"award (2015): Turing Award affiliation: Stanford University, USA award (2010): IEEE Richard W. Hamming Medal award (2000): Marconi Prize award (1996): Paris Kanellakis Award award (1994): EFF Pioneer Award award: National Inventors Hall of Fame",https://awards.acm.org/award-recipients/hellman_4055781
acm_fellows.csv,"Higham, Nicholas",2020,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to numerical linear algebra, numerical stability analysis, and communication of mathematics",Nicholas J. Higham,"Royal Society Research Prof, Richardson Prof of Applied Mathematics, University of Manchester","[""Mathematics"", ""applied mathematics"", ""Numerical analysis"", ""Numerical linear algebra"", ""Mathematical software""]",Nicholas J. Higham,"affiliation: University of Manchester, UK",https://awards.acm.org/award-recipients/higham_5202406
acm_fellows.csv,"Hoare, C. Antony R.",2020,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to the theory of programming, and its application to the practice of engineering of software",,,,Tony Hoare,"affiliation: University of Cambridge, UK affiliation: Microsoft Research, Cambridge, UK award (1980): Turing Award award (2011): IEEE John von Neumann Medal award (2011): Programming Languages Achievement Award award (1990): Computer Pioneer Award award (1981): Harry H. Goode Memorial Award award: Kyoto Prize",https://awards.acm.org/award-recipients/hoare_4622167
acm_fellows.csv,"John, Lizy Kurian",2020,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to the design, modeling and benchmarking of computer architectures",Lizy Kurian John,Truchard Foundation Chair and Professor at UT Austin ECE,"[""Performance Modeling"", ""Power Aware Computing"", ""Low Power Design"", ""Workload Characterization"", ""Computer Architecture""]",Lizy Kurian John,"affiliation: University of Texas at Austin, USA",https://awards.acm.org/award-recipients/john_3760857
acm_fellows.csv,"Kumar, Ravi",2020,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to web science modeling, analytics, and algorithms",Ravi Kumar,Google,"[""Algorithms for massive data"", ""ML/privacy"", ""Theory of computation""]",,,https://awards.acm.org/award-recipients/kumar_2505048
acm_fellows.csv,"Levine, Brian",2020,Brian Neil Levine,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Brian Neil Levine,Univ. of Massachusetts Amherst,https://people.cs.umass.edu/~brian,"For contributions to network forensics, security, and privacy, and for thwarting crimes against children",Brian Neil Levine,"Distinguished Professor, ACM Fellow, College of Information and Computer Sciences, UMass Amherst","[""networking"", ""security"", ""child abuse"", ""privacy"", ""digital forensics""]",,,https://awards.acm.org/award-recipients/levine_UJ71277 | https://scholar.google.com/citations?user=oHbIF48AAAAJ
acm_fellows.csv,"LI, Xuelong",2020,,,unresolved_candidates,No candidate with sufficient corroborating identity evidence in this pass.,Xudong Li 0004 | Xueliang Li 0005,,,For contributions to computing on and learning from higher-order data,Xuelong LI 李学龙,"中国电信人工智能研究院 (TeleAI, China Telecom)","[""AI"", ""imaging & image processing"", ""AI Flow""]",Xuelong Li 0001,"affiliation (since 2023): China Telecom Corp Ltd, Institute of Artificial Intelligence, TeleAI, Beijing, China affiliation (2018-2023): Northwestern Polytechnical University, School of Artificial Intelligence, iOPEN, Xi'an, China affiliation (2009-2018): Chinese Academy of Sciences, Xi'an Institute of Optics and Precision Mechanics (OPTIMAL), China affiliation (2004-2009): University of London, UK affiliation (2003-2004): University of Ulster, UK affiliation (former, PhD): University of Science and Technology of China(USTC), Hefei, China",https://awards.acm.org/award-recipients/li_3165359
acm_fellows.csv,"Mahlke, Scott",2020,Scott A. Mahlke,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Scott A. Mahlke,University of Michigan,http://web.eecs.umich.edu/~mahlke,"For contributions in compiler code generation for instruction level parallelism, and customized microprocessor architectures",Scott Mahlke,"Professor, Electrical Engineering and Computer Science Dept., University of Michigan","[""Computer Architecture"", ""Compilers""]",Scott A. Mahlke,"affiliation: University of Michigan, Ann Arbor, MI, USA",https://awards.acm.org/award-recipients/mahlke_4550588 | https://scholar.google.com/citations?user=-XpZ4fgAAAAJ
acm_fellows.csv,"Maltz, David",2020,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to networking infrastructure, including data center networking, network operating systems, and cloud networking",David A. Maltz,"Technical Fellow, Microsoft","[""networking"", ""data centers"", ""AI infrastructure""]",David A. Maltz,affiliation: Microsoft Research,https://awards.acm.org/award-recipients/maltz_N015560
acm_fellows.csv,"Morris, Meredith Ringel",2020,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to human-computer interaction, information retrieval, computer-supported cooperative work, and accessibility",Meredith Ringel Morris,"Director, Post-AGI Interaction Research, Google DeepMind","[""Human-Centered AI"", ""Human-AI Interaction"", ""Human Computer Interaction"", ""Social Computing"", ""Accessibility""]",Meredith Ringel Morris,affiliation: Google Research,https://awards.acm.org/award-recipients/morris_6317538
acm_fellows.csv,"Nagappan, Nachiappan",2020,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to empirical software engineering and data-driven software development,Nachiappan Nagappan,Facebook,"[""Software Reliability"", ""Productivity"", ""Software Analytics""]",Nachiappan Nagappan,"affiliation: Facebook affiliation (former): Microsoft Research, Redmond, WA",https://awards.acm.org/award-recipients/nagappan_0576124
acm_fellows.csv,"Narayanaswami, Chandra",2020,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For design and development of the Linux Watch and SoulPad, which influenced wearable and mobile systems",Chandra Narayanaswami,IBM TJ Watson Research Center,"[""ECommerce"", ""Big Data Analytics"", ""Mobile Computing""]",Chandrasekhar Narayanaswami 0001,"affiliation: IBM, Thomas J. Watson Research Center, Yorktown Heights, NY, USA affiliation (former): Rensselaer Polytechnic Institute, Troy, NY, USA",https://awards.acm.org/award-recipients/narayanaswami_4658217
acm_fellows.csv,"Parhi, Keshab K.",2020,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to architectures and design tools for signal processing and networking accelerators,Keshab K. Parhi,"University of Minnesota, Erwin A. Kelen Chair in Electrical Engineering","[""VLSI Signal Processing"", ""Artificial Intelligence"", ""Neuroengineering"", ""Quantum"", ""DNA Computing""]",Keshab K. Parhi,,https://awards.acm.org/award-recipients/parhi_7136349
acm_fellows.csv,"Plotkin, Gordon",2020,Gordon D. Plotkin,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Gordon D. Plotkin,University of Edinburgh,http://homepages.inf.ed.ac.uk/gdp,"For contributions to the science of programming languages, particularly their operational and denotational semantics",Gordon Plotkin,"Laboratory for Foundations of Computer Science, School of Informatics, University of Edinburgh",[],Gordon D. Plotkin,"affiliation: University of Edinburgh, UK award (2010): Programming Languages Achievement Award",https://awards.acm.org/award-recipients/plotkin_8625851 | https://scholar.google.com/citations?user=0KiEfGcAAAAJ
acm_fellows.csv,"Resnick, Paul",2020,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to recommender systems, economics and computation, and online communities",Paul Resnick,University of Michigan,"[""social computing"", ""recommender systems"", ""reputation systems"", ""online communities""]",Paul Resnick,"affiliation: University of Michigan, Ann Arbor, USA",https://awards.acm.org/award-recipients/resnick_5173331
acm_fellows.csv,"Rosson, Marybeth",2020,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to human-computer interaction, including scenario-based design",Mary Beth Rosson,"Professor of Information Sciences & Technology, Pennsylvania State University","[""Human-computer interaction"", ""Computer Supported Cooperative Work"", ""End-User Development"", ""Educational Technology"", ""Human-Centered De""]",Mary Beth Rosson,"affiliation: Penn State, University Park, USA",https://awards.acm.org/award-recipients/rosson_2902369
acm_fellows.csv,"Sheth, Amit",2020,Amit P. Sheth,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Amit P. Sheth,University of South Carolina,https://www.linkedin.com/in/amitsheth,For contributions to data semantics and knowledge-enhanced computing,Amit Sheth,"NCR Chair, AI Inst South Carolina; Founding Director, IAIRO","[""Neurosymbolic AI"", ""Knowledge Graph"", ""Knowledge-infused Learning"", ""Semantic Web"", ""Artificial Intelligence""]",,,https://awards.acm.org/award-recipients/sheth_2299642 | https://scholar.google.com/citations?user=2T3H4ekAAAAJ
acm_fellows.csv,"Thompson, Kenneth Lane",2020,,,unresolved_candidates,No candidate with sufficient corroborating identity evidence in this pass.,Kevyn Collins-Thompson,,,For contributions to the development of operating systems theory and for the implementation of the UNIX operating system,Ken Thompson,Retired,"[""Computer Science""]",Ken Thompson,award (1983): Turing Award award (1998): National Medal of Technology and Innovation award (1994): Computer Pioneer Award award (1990): IEEE Richard W. Hamming Medal award (1983): ACM Software System Award award (1982): IEEE Emanuel R. Piore Award,https://awards.acm.org/award-recipients/thompson_4588371
acm_fellows.csv,"Tomkins, Andrew",2020,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to the understanding of the web and web-based social networks,Andrew Tomkins,Google,[],Andrew Tomkins,,https://awards.acm.org/award-recipients/tomkins_0483830
acm_fellows.csv,"Troyanskaya, Olga",2020,Olga G. Troyanskaya,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Olga G. Troyanskaya,Princeton University,https://www.cs.princeton.edu/people/profile/ogt,"For contributions to computational biology, data integration and deep learning applications for genome interpretation",Olga Troyanskaya,"Princeton University and Flatiron Institute, Simons Foundation","[""bioinformatics"", ""genomics"", ""machine learning"", ""computational biology""]",Olga G. Troyanskaya,,https://awards.acm.org/award-recipients/troyanskaya_6455940 | https://scholar.google.com/citations?user=PjCDBjIAAAAJ
acm_fellows.csv,"Van Der Aalst, Wil",2020,Wil M. P. van der Aalst,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Wil M. P. van der Aalst,RWTH Aachen University,http://www.vdaalst.com,"For contributions to process mining, process management, and data science",Wil van der Aalst,"Professor of Process and Data Science, RWTH Aachen University || Celonis || Fraunhofer FIT || TU/e","[""Business Process Management"", ""Data Science"", ""Process Mining"", ""Petri nets"", ""Information Systems""]",Wil M. P. van der Aalst,"affiliation: RWTH Aachen University, Chair of Process and Data Science, Germany affiliation (former): Eindhoven University of Technology, Department of Mathematics and Computer Science",https://awards.acm.org/award-recipients/vanderaalst_5194599 | https://scholar.google.com/citations?user=aSZYyxIAAAAJ
acm_fellows.csv,"Wang, Wei",2020,Wei Wang 0010,2026-09-18,institution_and_research,"UCLA faculty page confirms the 2020 ACM Fellow, data-mining research and the CSRankings UCLA homepage. The stored DBLP review instead describes an HKUST namesake; that conflicting profile is not used as evidence for this link.",Wei Wang 0002 | Wei Wang 0009 | Wei Wang 0010 | Wei Wang 0011 | Wei Wang 0012 | Wei Wang 0028 | Wei Wang 0030 | Wei Wang 0050 | Wei Wang 0054 | Wei Wang 0108 | Wei Wang 0190 | Wei Wang 0250 | Liwei Wang 0001 | Liwei Wang 0009 | Puwei Wang | Weina Wang 0001 | Wenxi Wang | Yiwei Wang 0001,Univ. of California - Los Angeles,http://www.cs.ucla.edu/~weiwang,For contributions to the foundation and practice of data mining,Wei Wang,"Leonard Kleinrock Professor in Computer Science, UCLA","[""Data Mining"", ""Machine Learning"", ""Natural Language Processing"", ""AI for Science""]",Wei Wang 0011,"unicode name: 王炜 affiliation: Hong Kong University of Science and Technology, Information Hub, Data Science and Analytics Thrust, Guangzhou, China affiliation: Hong Kong University of Science and Technology, Department of Computer Science and Engineering, Hong Kong affiliation: University of New South Wales, School of Computer Science and Engineering, Sydney, Australia affiliation (PhD 2004): Hong Kong University of Science and Technology, Department of Computer Science, Hong Kong not to be confused with: Wei Wang 0171",https://awards.acm.org/award-recipients/wang_7192664 | https://samueli.ucla.edu/people/wei-wang/
acm_fellows.csv,"Zyda, Michael J",2020,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to game design, game and virtual reality networking, and body tracking",MIchael Zyda,"Emeritus Professor of Engineering Practice, University of Southern California","[""games"", ""virtual environments"", ""modeling and simulation"", ""artificial intelligence"", ""generative AI""]",Michael Zyda,"affiliation: University of Southern California, Los Angeles, USA",https://awards.acm.org/award-recipients/zyda_1609668
acm_fellows.csv,"Aaronson, Scott J",2019,Scott Aaronson,2026-09-18,reviewed_name_and_institution,Exact reviewed DBLP author name (including disambiguation number) plus matching current or historical institutional context in the retained Scholar/DBLP evidence.,Scott Aaronson,University of Texas at Austin,http://www.scottaaronson.com,For contributions to quantum computing and computational complexity,Scott Aaronson,"Schlumberger Chair of Computer Science, University of Texas at Austin","[""Quantum computing"", ""computational complexity""]",Scott Aaronson,"affiliation: University of Texas at Austin, Department of Computer Science, TX, USA affiliation: Massachusetts Institute of Technology (MIT), Department of Electrical Engineering and Computer Science, Cambridge, MA, USA affiliation: Institute for Advanced Study, Princeton, NJ, USA affiliation: University of Waterloo, Institute for Quantum Computing, ON, Canada award (2009): Presidential Early Career Award for Scientists and Engineers",https://awards.acm.org/award-recipients/aaronson_9555914 | https://dblp.org/pid/56/1358 | https://scholar.google.com/citations?user=EYv2BNQAAAAJ
acm_fellows.csv,"Abdelzaher, Tarek",2019,Tarek F. Abdelzaher,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Tarek F. Abdelzaher,Univ. of Illinois at Urbana-Champaign,http://web.engr.illinois.edu/~zaher,"For interdisciplinary contributions that bridge cyber-physical systems, social sensing, real-time computing, and control",Tarek Abdelzaher,University of Illinois,"[""Real-time Systems"", ""wireless sensor networks"", ""cyber-physical systems"", ""embedded systems"", ""social sensing""]",Tarek F. Abdelzaher,"affiliation: University of Illinois at Urbana Champaign, Department of Computer Science, IL, USA affiliation: University of Virginia, Department of Computer Science, Charlottesville, VA, USA",https://awards.acm.org/award-recipients/abdelzaher_UJ76483 | https://scholar.google.com/citations?user=cA28Zs0AAAAJ
acm_fellows.csv,"Amarasinghe, Saman",2019,Saman P. Amarasinghe,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Saman P. Amarasinghe,Massachusetts Inst. of Technology,http://people.csail.mit.edu/saman,"For contributions to high performance computing on modern hardware platforms, domain-specific languages, and compilation techniques",Saman Amarasinghe,MIT,"[""Compilers"", ""Performance Engineering"", ""Programming Languages"", ""Parallel Computing"", ""Domain-Specific Languages""]",Saman P. Amarasinghe,"affiliation: MIT, Cambridge, USA",https://awards.acm.org/award-recipients/amarasinghe_4130225 | https://scholar.google.com/citations?user=cF6i_goAAAAJ
acm_fellows.csv,"Berger, Emery David",2019,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions in memory management and programming language implementation,Emery D. Berger,"Professor of Computer Science, University of Massachusetts Amherst; Amazon Scholar; ACM Fellow","[""Programming Languages"", ""Systems"", ""Performance"", ""Security"", ""Reliability""]",Emery D. Berger,"affiliation: University of Massachusetts, College of Information and Computer Sciences, Amherst, MA, USA affiliation (PhD 2002): University of Texas at Austin, Department of Computer Science, TX, USA",https://awards.acm.org/award-recipients/berger_4417531
acm_fellows.csv,"Boisvert, Ronald F",2019,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to mathematical software and service to the profession,Ronald F. Boisvert,"Applied and Computational Mathematics Division, National Institute of Standards and","[""Numerical Analysis"", ""Computational Science"", ""Mathematical Software""]",Ronald F. Boisvert,"affiliation: National Institute of Standards and Technology (NIST), Gaithersburg, MD, USA",https://awards.acm.org/award-recipients/boisvert_1461136
acm_fellows.csv,"Cachin, Christian",2019,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to secure distributed computing and cryptographic protocols,Christian Cachin,"University of Bern, Cryptology and Data Security Group","[""cryptography"", ""distributed systems"", ""security""]",Christian Cachin,"affiliation: University of Bern, Switzerland affiliation (former): IBM Research Zurich, Switzerland",https://awards.acm.org/award-recipients/cachin_4033205
acm_fellows.csv,"Calder, Bradley G",2019,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to cloud storage; processor simulation, replay, and feedback-directed optimization of systems and applications",Brad Calder,Google,[],Brad Calder,"affiliation: University of California, San Diego, USA",https://awards.acm.org/award-recipients/calder_4123469
acm_fellows.csv,"Calvanese, Diego",2019,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to description logics and their applications in data management and software engineering,Diego Calvanese,"Prof. of Computer Science, KRDB, Free Univ. of Bozen-Bolzano; Wallenberg Visiting Prof., Umeå Univ.","[""Artificial intelligence"", ""Data Management"", ""Knowledge Representation"", ""Description Logics"", ""Verification""]",Diego Calvanese,"affiliation: Free University of Bozen-Bolzano, Italy affiliation: Umeå University, Sweden",https://awards.acm.org/award-recipients/calvanese_0397786
acm_fellows.csv,"Chan, Timothy",2019,Timothy M. Chan,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Timothy M. Chan | T.-H. Hubert Chan,Univ. of Illinois at Urbana-Champaign,http://tmc.web.engr.illinois.edu,"For contributions to computational geometry, algorithms, and data structures",Timothy M. Chan,"Professor of Computer Science, University of Illinois at Urbana-Champaign","[""Algorithms"", ""Computational Geometry""]",,,https://awards.acm.org/award-recipients/chan_4172730 | https://scholar.google.com/citations?user=CiesWGcAAAAJ
acm_fellows.csv,"Chandy, Kanianthra Mani",2019,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to queuing networks, performance analysis, distributed and parallel programming, and distributed simulation",K Mani Chandy,California Institute of Technology,"[""Distributed systems"", ""Applications for crisis management""]",K. Mani Chandy,"affiliation: Caltech, Pasadena, USA award (2014): Dijkstra Prize",https://awards.acm.org/award-recipients/chandy_4104642
acm_fellows.csv,"Cohen, Philip R",2019,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to the theory and practice of multi-agent systems, human-computer dialogue, and multimodal interaction",Philip R. Cohen,"Chief Scientist Emeritus, Openstream, Inc.","[""dialogue"", ""multimodal interaction"", ""multi-agent systems"", ""natural language processing"", ""human-computer""]",Phil Cohen 0001,"affiliation: Openstream, Inc affiliation: Monash University, Laboratory for Dialogue Research, Melbourne, Australia affiliation: VoiceBox Technologies, Bellevue, WA, USA affiliation (PhD): University of Toronto, ON, Canada",https://awards.acm.org/award-recipients/cohen_4633822
acm_fellows.csv,"Ferrari, Elena",2019,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to security and privacy of data and social network systems,,,,Elena Ferrari 0001,"affiliation: University of Insubria, Varese, Italy",https://awards.acm.org/award-recipients/ferrari_0528703
acm_fellows.csv,"Frincke, Deborah",2019,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions in education, the practice of research, and the leadership of cybersecurity",Deb Frincke,"Associate Laboratory Director Sandia National Laboratories, head of National Security Programs","[""cyber"", ""analytics"", ""AI"", ""quantum"", ""critical infrastructure""]",Deborah A. Frincke,"affiliation: National Security Agency, Washington, D.C., USA",https://awards.acm.org/award-recipients/frincke_3189248
acm_fellows.csv,"Kolda, Tamara G",2019,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For innovations in algorithms for tensor decompositions, contributions to data science, and community leadership",Tamara G. Kolda,MathSci.ai,"[""tensor decompositions"", ""randomized algorithms"", ""mathematical data science"", ""high-performance computing"", ""efficient algorithms""]",Tamara G. Kolda,,https://awards.acm.org/award-recipients/kolda_5055801
acm_fellows.csv,"Mackay, Wendy Elizabeth",2019,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to human-computer interaction, mixed reality and participatory design, and leadership in ACM SIGCHI",Wendy E. Mackay,"Inria, LISN, Université Paris-Saclay","[""Human Computer Interaction""]",Wendy E. Mackay,"affiliation: Université Paris-Saclay, Inria, Orsay, France",https://awards.acm.org/award-recipients/mackay_4789780
acm_fellows.csv,"McIlraith, Sheila",2019,Sheila A. McIlraith,2026-09-18,scholar_id_and_identity_context,Same nonempty Scholar ID as the reviewed Y-rated roster link; candidate name and institution context reviewed for compatible identity.,Sheila A. McIlraith,University of Toronto,http://www.cs.toronto.edu/~sheila,For contributions to knowledge representation and its applications to automated planning and semantic web services,Sheila McIlraith,"Professor of Computer Science, University of Toronto","[""Artificial Intelligence"", ""Knowledge Representation and Reasoning"", ""Automated Planning"", ""Reinforcement""]",Sheila A. McIlraith,"affiliation: University of Toronto, Canada",https://awards.acm.org/award-recipients/mcilraith_2299173 | https://scholar.google.com/citations?user=ny2zuvMAAAAJ
acm_fellows.csv,"Najork, Marc",2019,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to web search and web science,Marc Najork,Google DeepMind,"[""Web Search"", ""Information Retrieval"", ""Distributed Systems""]",Marc Najork,"affiliation: Google Research, Mountain View, CA, USA affiliation: Compaq Systems Research Center, Palo Alto, CA, USA affiliation: University of Illinois at Urbana-Champaign, Department of Computer Science, IL, USA",https://awards.acm.org/award-recipients/najork_3678687
acm_fellows.csv,"Pinkston, Timothy",2019,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to interconnection network routing algorithms and architectures, and leadership in expanding computing research",Timothy Pinkston,"Professor of Electrical Engineering, University of Southern California","[""Computer Systems Architecture""]",Timothy M. Pinkston,"affiliation: University of Southern California, Los Angeles, USA",https://awards.acm.org/award-recipients/pinkston_4451597
acm_fellows.csv,"Reuter, Andreas",2019,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to database concurrency control and for service to the community,,,,Andreas Reuter 0001,"affiliation: Heidelberg Institute for Theoretical Studies (HITS), Germany affiliation: EML Research, Heidelberg, Germany affiliation: University of Kaiserslautern, Department of Computer Science affiliation: Stuttgart University, Institute of Parallel and Distributed High Performance Systems affiliation: IBM Research Laboratory, San Jose, USA affiliation: Technical University of Darmstadt, Department of Computer Sciences",https://awards.acm.org/award-recipients/reuter_2059137
acm_fellows.csv,"Shor, Peter W",2019,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to quantum computing, information theory, and randomized algorithms",,,,Peter W. Shor,"affiliation: Massachusetts Institute of Technology, Cambridge, USA award (1999): Gödel Prize",https://awards.acm.org/award-recipients/shor_UJ26384
acm_fellows.csv,"Youssef, Moustafa",2019,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to location tracking algorithms,Moustafa Youssef,"Prof. of CSE, American University in Cairo, Fellow ACM/IEEE","[""mobile wireless networks"", ""mobile and ubiquitous computing"", ""localization"", ""quantum computing""]",Moustafa Youssef 0001,"affiliation: Alexandria University, Egypt affiliation: American University in Cairo, Egypt",https://awards.acm.org/award-recipients/youssef_1643915
acm_fellows.csv,"Zaniolo, Carlo A",2019,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to the theory and practice of data and knowledge-base systems,Carlo Zaniolo,"Professor of Computer Science, University of California, Los Angeles","[""Databases"", ""Data Mining"", ""Web Information Systems""]",Carlo Zaniolo,"affiliation: University of California, Los Angeles, USA",https://awards.acm.org/award-recipients/zaniolo_1278936
acm_fellows.csv,"Zhou, Lidong",2019,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,For contributions to trustworthy distributed computing and to systems research and education in China,Lidong Zhou,Microsoft Research,"[""Distributed systems"", ""storage"", ""reliability and fault tolerance"", ""security""]",Lidong Zhou,affiliation: Microsoft Research,https://awards.acm.org/award-recipients/zhou_UI17761
acm_fellows.csv,"Agha, Gul",2018,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For research in concurrent programming and formal methods, specifically the Actor Model",Gul Agha,"Professor of Comp. Science, University of Illinois at Urbana-Champaign & Chief Scientist StructureIQ","[""Programming Languages"", ""Concurrency Theory"", ""Formal Methods"", ""Software Engineering"", ""Sensor Networks""]",Gul A. Agha,"affiliation: University of Illinois, Urbana, IL, USA",https://awards.acm.org/award-recipients/agha_2268985
acm_fellows.csv,"Asanovic, Krste",2018,,,no_candidate,No candidate with sufficient corroborating identity evidence in this pass.,,,,"For contributions to computer architecture, including the open RISC-V instruction set and Agile hardware development",Krste Asanovic,UC Berkeley,"[""Computer Architecture"", ""VLSI Design"", ""Parallel Programming""]",Krste Asanovic,"affiliation: SiFive, USA affiliation: University of California at Berkeley, CA, USA affiliation (former): MIT, Cambridge, USA",https://awards.acm.org/award-recipients/asanovic_3737731
